Season,Age,Tm,Lg,Player,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Pos,Hand,Height,Weight,Clg,DraftRk,Exp,player_url
2008-09,24,DEN,NBA,Carmelo Anthony,66,66,2277,19.0,.141,.388,5.6,17.0,11.5,18.1,1.7,0.8,12.3,31.5,105,107,2.4,2.6,5.0,.105,0.8,-0.5,0.3,1.3,PFSF,Right,6.666666666666667,240.0,Syracuse University,3,5,/players/a/anthoca01.html
2009-10,25,DEN,NBA,Carmelo Anthony,69,69,2634,22.2,.125,.407,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,110,109,5.6,2.4,7.9,.145,2.7,-1.3,1.4,2.3,PFSF,Right,6.666666666666667,240.0,Syracuse University,3,6,/players/a/anthoca01.html
2010-11,26,TOT,NBA,Carmelo Anthony,77,77,2751,21.7,.167,.403,5.0,18.3,11.8,14.7,1.2,1.3,10.4,32.0,109,108,5.4,2.5,7.9,.138,1.8,-1.3,0.5,1.8,PFSF,Right,6.666666666666667,240.0,Syracuse University,3,7,/players/a/anthoca01.html
2011-12,27,NYK,NBA,Carmelo Anthony,55,55,1876,21.1,.198,.358,5.4,15.9,10.6,21.0,1.7,1.0,10.8,31.8,106,102,3.7,2.6,6.2,.160,2.9,0.0,2.9,2.3,PFSF,Right,6.666666666666667,240.0,Syracuse University,3,8,/players/a/anthoca01.html
2012-13,28,NYK,NBA,Carmelo Anthony,67,67,2482,24.8,.278,.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,112,108,7.5,2.0,9.5,.184,4.7,-2.3,2.4,2.8,PFSF,Right,6.666666666666667,240.0,Syracuse University,3,9,/players/a/anthoca01.html
2013-14,29,NYK,NBA,Carmelo Anthony,77,77,2982,24.4,.253,.329,5.6,19.4,12.3,15.8,1.7,1.5,9.5,32.4,113,108,8.1,2.5,10.7,.172,4.6,-1.0,3.6,4.2,PFSF,Right,6.666666666666667,240.0,Syracuse University,3,10,/players/a/anthoca01.html
2014-15,30,NYK,NBA,Carmelo Anthony,40,40,1428,21.5,.222,.294,5.7,16.0,10.7,18.0,1.5,1.0,8.9,32.2,106,110,2.2,0.6,2.9,.097,3.5,-2.2,1.4,1.2,PFSF,Right,6.666666666666667,240.0,Syracuse University,3,11,/players/a/anthoca01.html
2015-16,31,NYK,NBA,Carmelo Anthony,72,72,2530,20.3,.237,.308,4.3,19.5,12.0,21.9,1.3,1.1,10.6,29.7,107,107,3.9,2.5,6.4,.121,2.8,-0.2,2.6,2.9,PFSF,Right,6.666666666666667,240.0,Syracuse University,3,12,/players/a/anthoca01.html
2007-08,25,MIA,NBA,Joel Anthony,24,1,498,8.8,.000,.817,9.0,13.4,11.2,0.9,1.0,5.0,17.2,9.4,104,109,0.1,0.4,0.6,.054,-4.8,1.4,-3.4,-0.2,CPF,Left,6.75,245.0,"University of Nevada, Las Vegas",61,0,/players/a/anthojo01.html
2008-09,26,MIA,NBA,Joel Anthony,65,28,1048,9.3,.000,.390,10.1,12.4,11.2,3.7,1.0,7.2,22.9,8.0,106,106,0.4,1.4,1.7,.079,-4.0,4.1,0.2,0.6,CPF,Left,6.75,245.0,"University of Nevada, Las Vegas",61,1,/players/a/anthojo01.html
2009-10,27,MIA,NBA,Joel Anthony,80,16,1322,10.2,.000,.579,11.0,11.1,11.1,1.3,0.8,6.7,18.4,8.7,112,103,1.0,2.0,3.1,.111,-3.1,3.5,0.4,0.8,CPF,Left,6.75,245.0,"University of Nevada, Las Vegas",61,2,/players/a/anthojo01.html
2010-11,28,MIA,NBA,Joel Anthony,75,11,1463,7.3,.000,.737,9.0,12.4,10.8,2.2,0.4,5.0,21.5,5.3,120,104,1.2,2.1,3.3,.107,-2.2,3.1,0.9,1.1,CPF,Left,6.75,245.0,"University of Nevada, Las Vegas",61,3,/players/a/anthojo01.html
2011-12,29,MIA,NBA,Joel Anthony,64,51,1349,10.3,.000,.467,9.2,12.8,11.1,1.0,1.4,5.1,19.7,7.8,113,100,1.2,2.2,3.4,.122,-2.1,2.8,0.7,0.9,CPF,Left,6.75,245.0,"University of Nevada, Las Vegas",61,4,/players/a/anthojo01.html
2012-13,30,MIA,NBA,Joel Anthony,62,3,566,10.4,.000,.412,10.4,14.4,12.5,3.1,1.2,6.1,21.5,8.6,108,103,0.4,0.8,1.2,.100,-3.0,2.7,-0.3,0.2,CPF,Left,6.75,245.0,"University of Nevada, Las Vegas",61,5,/players/a/anthojo01.html
2013-14,31,TOT,NBA,Joel Anthony,33,0,186,8.1,.000,.250,9.1,14.6,11.8,1.6,0.8,5.2,7.8,9.3,96,107,0.0,0.2,0.2,.044,-5.7,1.0,-4.7,-0.1,CPF,Left,6.75,245.0,"University of Nevada, Las Vegas",61,6,/players/a/anthojo01.html
2014-15,32,DET,NBA,Joel Anthony,49,0,406,14.7,.000,.355,8.2,17.0,12.4,1.8,1.5,9.5,14.3,9.1,119,100,0.5,0.7,1.2,.142,-3.4,4.8,1.4,0.3,CPF,Left,6.75,245.0,"University of Nevada, Las Vegas",61,7,/players/a/anthojo01.html
2015-16,33,DET,NBA,Joel Anthony,19,0,96,14.1,.000,.800,8.8,15.4,11.9,1.4,1.1,9.5,12.9,7.0,136,99,0.2,0.2,0.4,.177,-2.8,5.0,2.2,0.1,CPF,Left,6.75,245.0,"University of Nevada, Las Vegas",61,8,/players/a/anthojo01.html
2013-14,31,ATL,NBA,Pero Antic,50,26,925,11.7,.582,.224,7.2,18.9,13.1,9.8,1.0,1.0,14.5,18.6,103,107,0.5,0.9,1.4,.075,-0.5,-0.9,-1.4,0.1,C,Right,6.083333333333333,260.0,None,61,0,/players/a/anticpe01.html
2014-15,32,ATL,NBA,Pero Antic,63,3,1037,9.5,.584,.416,6.6,14.0,10.4,6.9,0.9,1.1,12.3,17.6,102,106,0.5,1.0,1.5,.070,-1.3,-1.4,-2.7,-0.2,C,Right,6.083333333333333,260.0,None,61,1,/players/a/anticpe01.html
